Time [s],Period,HomeHull,AwayHull
2.0,1.0,612.6374451164746,846.0247866697387
5.0,1.0,662.8318393580213,1031.756060172032
8.0,1.0,662.7479987611946,1297.8073806116265
11.0,1.0,756.307765979616,1624.4718199891947
14.0,1.0,1002.1661258823038,1777.4997525292586
17.0,1.0,1144.311457792288,1641.6330181055519
20.0,1.0,1081.3951966011964,1460.011212807521
27.0,1.0,652.0319375871787,1457.2175448448852
30.0,1.0,862.5819884174667,1777.3462604902345
33.0,1.0,1120.6051180333814,1904.1731248514186
36.0,1.0,1167.143063522416,1658.1216112645227
39.0,1.0,1150.7689516973494,1555.1406177759466
42.0,1.0,922.7671350608426,1024.9146393213334
45.0,1.0,665.6762371274826,721.033568147328
48.0,1.0,635.709890890448,907.6553861573015
51.0,1.0,804.46357293576,1067.992764430544
54.0,1.0,970.5142607907201,1294.6001174034293
57.0,1.0,1027.9123758973494,1232.520091984752
60.0,1.0,1012.5301796382614,1047.5475019813173
63.0,1.0,770.5130625645493,878.6606764029387
66.0,1.0,628.3473895007681,662.6843481423787
69.0,1.0,553.609939591808,688.1786016576747
72.0,1.0,578.9655225757439,1004.4359881330826
75.0,1.0,614.6012579553707,1172.2320947593869
78.0,1.0,716.9223972511519,1390.662286923696
81.0,1.0,810.4235101336213,1437.8502395212638
84.0,1.0,763.411935676656,1322.6719468845602
87.0,1.0,737.4208635773867,1352.1431563562346
90.0,1.0,877.9069834541814,1413.2279440032908
93.0,1.0,1009.8725376216853,1374.3862345326295
96.0,1.0,1063.7303122273868,1064.8600165556693
99.0,1.0,1123.3291173929067,754.4610849955787
102.0,1.0,1279.6922484713655,753.7195987419627
105.0,1.0,1310.4419230944748,823.9647439571627
108.0,1.0,1325.3390325584426,860.8419220618507
111.0,1.0,1411.4244729225709,773.4350543098507
114.0,1.0,1222.7885191333814,622.585688165312
117.0,1.0,1096.1791739471255,517.7930714729547
120.0,1.0,1222.919056844704,640.7020941658027
123.0,1.0,1057.7378214093812,783.9841087043305
126.0,1.0,979.4374288690879,786.3725001480426
129.0,1.0,1177.4518981935307,793.4412369172587
132.0,1.0,1531.900159485392,832.7701938579253
135.0,1.0,1573.2746454863839,735.597652341104
138.0,1.0,1408.7459676767576,689.853140450496
141.0,1.0,1384.2646957657707,738.3843465626719
144.0,1.0,1112.9739064738187,549.5759850251306
147.0,1.0,949.3631070755679,432.7803483692214
150.0,1.0,862.5284394886934,557.72011601464
153.0,1.0,864.0960848380427,781.1539670614293
156.0,1.0,864.591004474416,744.1974374542614
159.0,1.0,908.2276567445866,660.686663705344
162.0,1.0,905.0326745171787,508.36513067209063
165.0,1.0,816.065275058304,498.3389651404106
168.0,1.0,714.851425901792,561.788978113216
171.0,1.0,700.9054151132373,476.70336759334936
174.0,1.0,842.2975099276053,561.0142795243627
177.0,1.0,846.6072088552586,380.03778533621335
180.0,1.0,912.9313772392746,493.00054584434133
183.0,1.0,926.534328193296,763.3827239063572
186.0,1.0,913.323735887072,1051.0930549666666
189.0,1.0,915.9472616083253,1258.2305470573815
192.0,1.0,915.4352300357918,1320.347422227584
195.0,1.0,906.1351135186774,1325.0558592290188
198.0,1.0,1062.8137673632855,1238.2407806075041
201.0,1.0,966.6095637320959,1022.2289956375253
204.0,1.0,882.5381590905332,1111.1698767682933
207.0,1.0,982.9347803918987,913.3790824045494
210.0,1.0,1324.3940060559999,766.1680949169227
213.0,1.0,1230.032134389968,730.3634737282667
216.0,1.0,1022.1937500744534,695.0959643145067
219.0,1.0,1027.2515025894613,665.428881565808
222.0,1.0,992.297315517248,600.0189467141973
225.0,1.0,902.6928785108694,492.40867226973336
228.0,1.0,942.9772555488001,541.8819717665493
231.0,1.0,888.222235796928,660.8744641617227
234.0,1.0,815.5810214407093,1064.7364014748214
237.0,1.0,738.9236440530453,1190.5883311695522
240.0,1.0,934.4356636998614,1273.753684334192
243.0,1.0,1177.6989944603538,1258.849940218541
255.0,1.0,1256.4249225289975,771.2582833550454
258.0,1.0,1098.7979910856266,567.2461538800693
261.0,1.0,1056.5555584978881,594.4454713618027
264.0,1.0,1052.2757440823946,587.6029335257866
267.0,1.0,901.3666097160267,567.1672515417066
270.0,1.0,799.1134504714028,613.516611310816
273.0,1.0,859.6368195788214,560.8746709198559
276.0,1.0,889.3401971639573,496.72434821995193
279.0,1.0,916.31687717568,631.6876999767893
282.0,1.0,851.8136050826398,593.760656802048
285.0,1.0,843.7574524327466,675.2675301221386
288.0,1.0,695.5769151448106,715.2515347449599
291.0,1.0,651.8040389643306,836.6992653307733
294.0,1.0,643.3546512555307,975.0255824902347
297.0,1.0,638.8421402023787,1108.7503557409439
300.0,1.0,631.614299581712,1204.4455593017972
303.0,1.0,584.3175163426185,1173.1274791555518
306.0,1.0,526.0190524115146,1105.1925723317172
309.0,1.0,531.7506284203359,1008.738178213232
312.0,1.0,603.6037873216106,892.747083399744
315.0,1.0,1094.775579909103,744.9878871248924
327.0,1.0,1387.7962472207307,691.8850519890347
330.0,1.0,1253.7625656923467,753.5803423299467
333.0,1.0,1058.7252839546506,813.7554195078454
336.0,1.0,622.3378515993813,903.3274773469014
339.0,1.0,608.4244295579573,1054.972898990256
342.0,1.0,780.1877951835107,1135.4204333133182
349.0,1.0,972.5793769807682,915.7427580199095
352.0,1.0,1143.886299808432,695.1289078105652
355.0,1.0,1301.1966492316108,694.9939956217067
358.0,1.0,1273.9368763846028,588.0878807980533
361.0,1.0,1096.3310851131732,604.5808582374401
364.0,1.0,1028.0871846160853,704.678835414688
367.0,1.0,933.74686316416,560.4550487424693
370.0,1.0,998.3056759341707,504.67675820655467
373.0,1.0,1126.5998834751413,615.6209883283893
376.0,1.0,1057.3178837138082,689.0833358245441
379.0,1.0,1018.2816993853972,654.2406893952267
382.0,1.0,934.9385974453174,602.6823872304
385.0,1.0,947.1248506554026,606.6803639348427
388.0,1.0,1115.738811002688,775.565263271328
391.0,1.0,1142.989287086624,901.9514755673175
